	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
South	0.0028332245785047273	-0.002344019309136264	0.0032416099051871183	0.005506272941307246	-0.004874412085092817	0.005462173694820068	-0.005232827873707526	0.005979860390571736	-0.0073425292008296094	-0.0037130377622653747	-0.0035803555506353836	-0.006030831651380952	0.0013207198891049701	-0.010256802483756123	-0.01009847767377367	0.007496299328313012	-0.0025494738166221957	-0.02137055331980514	0.0001722613501980832	0.0004242453160649563	0.0038022195305882503	0.005563482045704608	-0.008696097299925817	0.03254966664289019	-0.017005965770538242	0.003994142574657037	0.0006312889901068682	0.002117134127934516	0.000957608993222478	0.0021203807655099122	-0.001807112134810937	0.001825576908911968	-0.0022189550837254674	-0.003905569540871648	0.00025787319210566876	-0.0010038424977358556	-0.004534595071160409	-0.010514362786671278	0.004692009013989621	0.03239517192151109	0.032785627579747366	-0.0002719647039609749	-0.009355404317776138	-0.0005764563450120856	0.005991628736184903	-0.004025513749086515	-0.0009393041297124012	0.001606008206707288	0.003316907749692447	0.005308276948935901	-0.0032059989917938084	0.002162002498799731	0.000773407092746752	0.00547615502517238	-0.009473684362986535	-0.0032386301104402417	-0.005314859488086639	0.008103379580452022	-0.0021323987633780177	-0.013803087494142018	-0.0029055883287775453	0.0069392691693903365	-0.00962508459064273	0.03631940456179815	0.0296095996381839	-0.013304581961190156	0.010448049161991024	0.029773975197800836	0.007312352240518317	0.004836680859168826	-0.013918112010836889	-0.03657453626108892	-0.009923385246424348	0.029434024173640886	-0.02521140800109957	0.010818769771591122	0.019354007802441536	0.008263577882681821	-0.017138497994251784	0.008254420190315784	-0.018735827520767568	0.00930455772670518	0.0010048842868285216	0.0038131372440827517	-0.013569266523221091	0.4053211233616836	0.17156904733475434	-0.013679169066859087	-0.014999600838580669	0.01986253506791043	0.10472561690514	0.05045612561137535	0.11311176691248952	0.01623161817297239	-0.0011813814942890225	0.13563065745048256	0.021077476577417726	-0.011342997294716084	0.027374591231803337	-0.00861418689438159
existe	0.0028332245785118353	-0.002343979003178136	0.003241809884074201	0.005519450621618862	-0.004869254684361786	0.005547032974715052	-0.002989279927902595	0.005282474384684006	-0.006348206481514461	-0.007352584376827398	-0.0016066272066000828	-0.0028531838830959783	-0.003155157901121141	-0.001761780152867978	0.0001436658357816204	-0.001961024163406282	0.017194738172227553	0.015492074874603773	0.004494006186476904	0.009384259845472375	0.01188733211352738	0.011669320340269521	-0.038471291415857464	-0.019505207820038492	0.10665803691670557	0.2492741338016972	-0.03522374289995347	0.05214901665772199	0.021885760446401194	0.04252035319885764	-0.04243183267539313	0.01288415793561051	0.006642939147437684	0.012561301401636592	0.0005902327637332015	0.002530635151155363	0.004663538073914232	0.004643471670821471	-0.0032595142973092526	-0.004179623472667107	0.006592667321316633	0.0023030819078915157	-0.00469161678498695	0.00791514349875366	-0.0008480439776552976	0.002017701123428658	-0.01211329193180607	-0.0019820297821752306	-0.008489754352343368	0.00048040558140730917	-0.0004434599623617257	0.003626909485396884	0.0006301284666463939	-0.0005287365022666234	0.002234021046346126	-0.0006842527465267083	-0.00019145516794508068	-0.0008792796063632428	-0.0012298555958860167	-0.0007833678833560082	0.0023086596264188836	-0.0011945675940323681	0.005255834519972217	0.0013804296580276695	0.0034514432591881312	-0.003313928535828717	0.0010407051472977845	0.01888963865290032	0.0015823597486006417	0.007369065589983639	0.0015928090023638805	-0.02827454917052276	-0.0059203771007632225	-0.023571521225924624	0.02916070259324768	-0.001636303757986804	-0.010218638426985838	0.0011567473819311409	-0.0054026353769285555	-0.0025989381049479707	0.0022422302409994613	0.0024838090478512265	-0.0006700177076028025	-0.009699429470338474	-0.001353632961894469	0.0026908093298395053	0.0006690067243930453	0.0020587299335305623	-0.0029125272479600985	-0.00706024114845321	0.027551861462528443	0.0016118921801791808	-0.02628446923845655	-0.01646398926343152	0.03963932226316043	-0.0027256147621873006	-0.35812509272958726	-0.16808464125652833	0.06948210012741692	-0.029181635487314346
s	0.0028332245785182395	-0.0023448389318272865	0.0032433278347864546	0.005562222722388251	-0.005046898040764888	0.005599476030180233	-0.005264932695127755	0.005869090581399121	-0.00682975626574958	-0.007785540187624899	-0.007406931666849877	-0.004900647884587041	-0.0036550908995626828	-0.00351027444560458	-0.0020433774024954682	-0.0007018526776202474	0.022082757663809658	0.016463825315370103	0.00889898986291756	0.02149944922259653	0.04569288343703695	0.0819440433864131	0.16270315594715568	-0.013013583932188016	-0.016932816951983082	0.009451660728756976	0.003740355955781937	0.008718291196949831	0.005275139977365435	0.011415317769179553	-0.013469610099320793	-0.005151250706820237	0.007848369042544365	0.00955284704511965	-0.0006022977505375813	0.000901629435572627	0.0022873486199200387	0.0017184680954964691	-0.0036791610966043315	-0.001382636343747596	0.019296414785459688	-0.026219718220827293	0.005182443294674372	-0.030886765402522737	-0.19873873274937806	0.09773715721443527	-0.001843640696978448	0.006854199833652276	0.004316819274999011	-0.00825956511394874	0.0075071260603047545	-0.004487019944430093	0.001708536171273941	-0.0014820357189979346	0.007557918737924501	0.0038285451399728376	0.008310768870954076	-0.02231713718243497	0.001685219262114596	0.05696213490811135	0.06654950997658744	0.03101753662180974	-0.020039979594136854	0.015178592488236123	0.009964448404543077	-0.0028215034123522317	0.001171319211248363	0.006824074117424306	-0.00597058797672146	0.00697205105537038	0.027100352947686784	0.0030459700350441953	-0.002680708397452169	0.01362714288322802	0.0031277830305743437	-0.0009872083383193411	-0.002125612021913987	-0.0013513055665354675	-0.0013240050148256004	0.0020145596846718574	-6.287853938392526e-05	-0.0010107002735604987	0.00013307025592943552	-0.0009810401908800217	0.0007356653229636089	0.005714983473274815	0.0006620438517910554	-0.00025216386997559646	-0.0038813357838113575	0.004252141521610823	-0.0027144944492311363	0.0007262009321053128	-0.000536246212171701	-0.0006180344044229725	-0.0002855456313118288	-0.0041418584909610895	-0.00019817709194889718	0.00015284762580784067	-0.000614456030286429	4.57929270175593e-05
considérer	0.002833224578504008	-0.002340509096944436	0.003232473215077649	0.005316921914331296	-0.004634593039442868	0.004481105616543102	-0.004347565406028814	0.00452700604746343	-0.005271566067576559	-0.005472896575169996	-0.00424653884823405	-0.0024616478379801657	-0.0018985843226764821	-0.0008764098404619742	-0.00038934193182586785	-0.0007397251864542783	0.009699042639252847	0.007968533932060786	0.0026134598921892186	0.0042150965537064225	0.006120347872250291	0.0061537943045324355	-0.014993973412109785	-0.020556481667337412	-0.01837459909470989	0.0007366125040940701	-0.00046956648121504224	-0.001025461639797358	-0.0005799448606546116	-0.0018083748363964599	0.005048578619138257	0.0016135973830740814	-0.003247260024708316	-0.006658357470374159	0.00024751001669582993	-0.0015367061948286928	-0.003670358840604019	-0.005251660926526132	0.0030692122856857255	0.005678444257141018	-0.011184385546650476	0.004999986659055067	0.0018350898405726235	-0.006300028442027821	-0.003211745508928863	-0.0035632823236642105	0.001655765684259796	0.0004957370307610255	-0.007931031252172586	0.001469316428350756	-0.0023653935171968087	0.003207216536094508	-0.002036564004750237	-0.00738053449828523	-0.0010694881021319535	-0.012273158693042614	-0.006826976514871681	0.001739756539123222	-0.007035656905376091	-0.005728882958162981	0.010621272099009468	-0.0008810946724620208	0.01947365836630403	-0.0010214787814700824	0.006535288247335808	-0.005597014892344427	-0.005456469463754032	0.024035941358701688	-0.0013549857474555735	0.007110547556103653	0.0003471010110751918	-0.01677041006828113	-0.0009503891309875648	-0.005520591606668533	-0.018737502021364226	0.005835517760714691	0.0141288621260046	0.0031918327811786816	0.0018719604754028202	0.0026305689364197037	-0.011618733869766638	0.013811478539729295	-0.0034005380039818667	0.05302910731682427	-0.03346050793162283	-0.010414913327887187	0.005520329676096614	0.001243680656483252	0.0018230037232099087	-0.005330847832941386	0.02780593982274346	-0.012737115927033575	-0.004793510163328171	-0.02209193535270226	-0.0015798415202067154	0.019066880111656817	-0.0409471174392373	0.08833312857004329	0.02602387086052748	0.014043875825480622
Morrow	0.002833224578506823	-0.002339072580924767	0.0032300226805185156	0.00524296242676384	-0.004547372036184489	0.004701233149617701	-0.004146278020115587	0.0042336653347090905	-0.004878764862327243	-0.005215293651268116	-0.0036874311023407805	-0.0019490448452544429	-0.0017014077690556894	-0.0009124649645001681	-8.708873103517416e-05	-0.0008345014681782471	0.007731539094215386	0.005807295041783882	0.001476902274473483	0.0026256926495596988	0.0027659057359998066	0.0018816333497170355	-0.004521445692143468	-0.0008047916667914025	0.005783118931519211	-0.0024073101502799675	-0.00120285457370644	-0.0034319326679623334	-0.0020026573928920407	-0.00528715410739318	0.008855093525300064	0.0016230054055261416	-0.007064548609784506	-0.009646633013759016	0.00024431475394603715	-0.002836288253142589	-0.005425897929824008	-0.006486690772580122	0.0038321137565707486	0.006159231926395579	-0.01245104484247671	-0.003016575794428631	0.007848511698324824	-0.010502526235918443	-0.0032652967462439455	-0.006814519840908959	0.00047236365645868066	-0.001040536510483057	-0.009918887123889006	0.004275391751366063	-0.005187678579231291	0.0032669797662278942	-0.0034453199399163406	-0.009749969136126626	-0.0026795376078983975	-0.006957530742591003	-0.016403046795164758	0.003242019595130637	-0.013116072459396038	-0.009635805414268684	0.017113821904803216	-0.011461286813457087	0.034080072041811675	0.0031636232979927632	0.015110690226740388	-0.012884242558177997	0.008445073561435317	0.07188429585205361	-0.004396149754490904	0.017508666961855296	-0.001832336474564036	-0.07389218591953814	0.001199895292201168	-0.028837285256392748	-0.10729382143737415	0.03177937964821682	0.0975264960659529	0.025809661711471664	0.036218916528750034	-0.014052878706434093	-0.18402284490280227	-0.40801680918104	-0.0011839371247241973	-0.008067807486708612	0.041958442595391186	-0.009870035682069705	-0.03452180521271142	-0.002993706273946935	0.002694087239944326	0.013436213979186463	-0.045034636218870085	0.008488802229896475	0.021918482544467145	0.018917352178694703	-0.0035614028174392872	-0.007011212888656339	0.011461017197461303	-0.012922756010891373	0.01189138059284105	-0.004644058383866361
totalement	0.002833224578379075	-0.002372990186850112	0.0033126262502256284	0.007684215907748303	-0.018135671064028167	0.02707122647507807	0.29878602893938017	-0.01913746594659836	0.015866139910630326	0.011438630653581663	0.005028852055393641	0.0024587830309701283	0.002120752266250533	0.0014030103847579014	-7.7394323715947e-05	0.00126006696662618	-0.009983150621530653	-0.007865730828457183	-0.0020491825759824814	-0.004348911928838726	-0.004274453726697962	-0.004163242183591305	0.011037421967936615	0.0028201949563711245	-0.021892978451200987	0.03331256922131331	0.1004827581857054	-0.047590828473162025	-0.020009717121360016	-0.02914451688834352	0.014659237437955136	0.001725555247243746	-0.005684016996180376	-0.006346443959412343	-2.4078091837627545e-05	-0.0011403107330230054	-0.002070450237213152	-0.002132784336862937	0.0012628933771507618	0.0016947880282898748	-0.003172774585107844	-0.0014724639304153587	0.0005712789897837243	-0.0011879232399130163	-0.00018345171915670495	-0.0006387005032454096	0.0004809574660156529	1.3313873009350289e-05	-0.0005294147588119241	0.002716926146773999	0.0018652386874721315	-0.000891166992914229	-0.001590814070113366	-0.00014273021313607063	-0.00045039484768680466	0.0019241565116722512	-0.0015680880086661052	0.00021455073497696252	-0.00013079406663558794	-0.001194037220018986	0.001620965926775353	-0.000803265549497036	0.0019993865338603914	2.8925910155292237e-05	0.0005305181889840686	-0.00015023010535098087	0.00019713856617416866	0.0005254396416867566	3.903909298681209e-05	0.0005345619570550561	0.00048387728725985974	-0.0025554057631914356	3.5703776932960885e-05	-0.00044448276391128097	0.0003148989998295378	-0.00042576317957619377	-0.0003321028112333365	-0.0009858163429036456	-0.0005128045007071107	-0.0007857900771322938	4.863473581392941e-05	-0.0028397871487861083	-0.0011801740884280925	0.00034733658480550725	-0.005553045883424687	-0.0002777433786176342	0.004480020246092495	0.00028727974049223316	0.01364775046403911	0.010471159257567423	0.01887527647119085	-0.0035022030365258142	-0.02514529444089464	-0.020305469338400765	-0.12819311627638572	0.0013403115979849535	-0.0040780106799479425	-0.01581807387955727	0.0017610884850616636	-0.011738297026763923
idée	0.0028332245785163248	-0.002345562166994034	0.003245472003579472	0.005607276843945059	-0.005041530614675238	0.005727056957185117	-0.005410795290301527	0.006078754874921131	-0.00718978806540284	-0.008320410047410605	-0.0081841478916773	-0.005321718573831898	-0.004187297289267322	-0.0038001551266090045	-0.0019589533267594674	-0.0011311314795977533	0.025959616931163446	0.020601341290149858	0.010802307644261709	0.02674011691253769	0.05730732145282713	0.10420974364063373	0.2107513758412784	-0.02116839862263229	-0.02302688873237191	0.01283302724960948	0.005032121996862512	0.012281750609287746	0.007774683006903237	0.016822078973694497	-0.02123704641861631	-0.007151561355494154	0.013643237046683016	0.018134849434682836	0.0017959262049523678	0.0030714256891067123	0.009111069045330853	0.018232019841777296	0.001779815523055257	-0.01484868371048503	-0.01638498755066138	0.01769955859517979	-0.003269895305906548	0.037119872662429734	0.21807397872260498	-0.10806917439060598	0.0021780244144008316	-0.010641145077024152	-0.004167185712373434	0.006613409372564997	-0.0054629534052945145	0.0041400377997363146	-0.0009651923278059984	0.0003628134195251536	-0.0025727123509640968	-0.0017262041979360268	-0.003001793546575931	0.010446469748974892	-9.841231783573547e-05	-0.024576403554303176	-0.029003580015224767	-0.012302513121652156	0.006746739164281678	-0.005348801969153834	-0.003772322689886358	0.0008382911310693027	-0.0009665398363521403	-0.0019696239922806147	0.0017335759130067234	-0.0017298355888910144	-0.007478577537288771	-0.001253236524917066	0.0005303811489171088	-0.004195150131674499	-0.0003303143985990131	0.0004577410145734143	0.000521839200342808	0.00042724408901277286	0.00015874756718404007	-0.0006104353801986719	-7.981152438137334e-05	0.00039923264778319255	-0.00018713918429020477	0.004308763288513707	-0.0014021443465455689	-0.0015834631606052862	-0.00010707463571548587	4.635879001042842e-05	0.0008966050147072992	-0.0012622315699454673	0.0029589609775864806	-0.009284577151408045	0.001718917314838012	0.003058274359639985	0.00012758692995962077	0.0009466778371415938	0.0005201105011975818	-0.0009556418365572925	0.0004365050719340993	-7.838721255594563e-05
rôle	0.0028332245784674567	-0.0023493071246540286	0.003254548859894294	0.005898799402719869	-0.00683234042703309	0.007968653654525166	-0.0096382164465365	0.03078812287549171	0.11225106699649318	0.009178679355512252	0.0007550577721376853	0.00010164787751931531	-6.708842401856579e-05	0.00020451372413728174	-4.3202749708013116e-05	-1.0618862707500488e-06	0.0009208517217441552	0.001210455516489719	0.0004491923841216187	0.000522133424573575	0.0007564966069518161	0.0004275298780237733	-0.0014791267753711348	-0.00040328946188114036	0.0017285897208362613	-0.0009200490068224164	-0.00031127364197844	-0.00117708490447367	-0.000930264073268081	-0.002032003721634698	0.0033047960026436718	0.0008483622010353391	-0.0022646097797412753	-0.0035674367717246137	-1.995164513915404e-05	-0.0010180156151627995	-0.0019597355683561545	-0.00208570947166667	0.0025337348650448202	0.003450722032658302	-0.007079916405041079	-0.003025617622901042	0.0015914916779073084	-0.0036032365459562135	-0.0010021929054354845	-0.0025940290697236794	0.0011105197500537337	-0.00048653757471534464	-0.004227100466063781	7.138707270143364e-05	-0.0035503685407859	0.002706462795101482	-0.002422404742551172	-0.003685828098255038	-0.0007604578998405124	-0.003038651248161417	-0.006768000179162504	0.0011344508276410362	-0.007101356975265443	-0.004091266127483205	0.007045057572318414	-0.005222816066206297	0.01698063482788392	0.0004148197822126231	0.009182961201028607	-0.009162549271826892	0.0023003954006106404	0.024589119016875553	-0.005403945254260798	0.011646899677233025	0.015604891919670393	-0.01979500855427444	-0.000997987570086609	-0.0036327497768566946	-0.02742274645684033	0.008170651092041249	0.023984853917972594	0.005675982936344042	0.007846007075198712	0.007604077643242058	-0.01135113864507185	0.0443514836037346	0.011065002621038647	-0.004383004509682264	0.03169870450603024	-0.0005289531382043147	-0.012120106296144167	-0.0019955617658640643	0.13651896346849696	0.010148479055784336	-0.0164963271652478	0.005024842912902198	0.0180354023075211	-0.002050275977230051	0.006750502587192945	0.0039884036876981	0.00014806224535285302	-0.0047309488040795595	-0.004969094530085461	0.024895348143958457
Meuse	0.0028332245785057373	-0.002340555059350943	0.003224866990230304	0.005315575395287469	-0.004624606777513874	0.004874691430727929	-0.004321910078487867	0.0045307937690755055	-0.0052208575703445274	-0.0055479474931894885	-0.004234901343497373	-0.0022323095419355863	-0.0018967241021404992	-0.0009167905019132443	-0.0002563028636834823	-0.0008466884306039301	0.009397803740609972	0.007666295404335437	0.002377093550638582	0.0056528300301922395	-0.0036706917655827983	0.0008728901688239482	-0.003941372448616391	-0.000857229620215269	0.0054116111213476335	-0.0028943316200891684	-0.0014502178318586553	-0.003611393088431984	-0.0025881115303127374	-0.006137485146581854	0.011779338083725718	0.003395342135343128	-0.009436803747831927	-0.009084643518695932	-0.00029788891655889877	-0.003484834850562152	-0.006955008825471707	-0.00951548008992267	0.005758240937221198	0.009352441876177987	-0.021529108907241624	-0.005658587843034138	0.014943560303265883	-0.023601777382209536	-0.007961391776993109	-0.018145234142866947	0.009679173536935325	-0.001864573338314622	-0.04165025375882732	0.023488279130642893	-0.03912472131280652	0.05907625012457256	0.00876150727692028	0.035182508750251335	0.0026474928111604058	0.00823785434903919	-8.87659563543748e-05	0.0043230044185608016	-0.07624194549332834	0.03528245746452529	-0.03621468594742419	0.010211204562891806	-0.026436884459705625	-0.0030049974276797967	-0.0006582685211202061	0.0012593479868109507	0.002525460522152038	0.06443260401388914	-0.0182932000874527	-0.02718804953376594	-0.03373169188894584	0.07746656245514442	-0.0013094290982375882	0.013156303551996052	0.023831782184030682	-0.004568616132721898	-0.015380532400896416	-0.0018460469987548397	-0.002338059788219236	0.0029742383400435837	0.011212755640555384	-0.012777785025670634	-0.001312331780039665	-0.0007979798351276555	-0.001002787884744814	0.000684521789121352	-0.0017064175399640162	-0.00013833576904677945	0.0006276640491843539	0.0029831982736281395	-0.003861285094584095	0.001985013250423056	0.0029104489612828497	0.004829116277040008	-0.007871164315673349	0.0010571268183256956	-0.0020286493771110264	-0.0019877366966446096	-0.0022528236060198087	0.03461232174251499
interpellation	0.002833224578630689	-0.00237985030218273	0.0033275425614922205	0.008734874157439478	0.1703917127022221	-0.023221348984305758	0.007850807949512872	-0.004286909495455402	0.004048649020172464	0.0023640587884265355	0.0007550560290087906	0.0007206209489494797	-0.0002501470979180166	0.0010182636569330827	0.0009734603257694104	-0.0007609398542908485	0.0009701659646765897	0.0029354242569203763	0.0003890587455714753	0.00046433860102717043	0.0003769950619757975	-0.00041430087287144726	-0.0037215072898010943	-0.002844850241639399	0.0063043753570238	0.0011951782028496011	-0.0015333110213186798	-0.0025878067824828023	-0.0024231087746311754	-0.006814771688286038	0.045754307035204195	-0.08145028679463394	0.042195089070753054	0.022790363082888954	-0.0035361397352231543	0.00041424942372578774	0.0032849696267283303	0.003247337777139269	-0.0022799179107566873	0.00254732771452508	0.01522654240344018	0.0031311430032536936	0.02207417079987175	0.1635568240774602	-0.07985192392406812	-0.10781101237942818	0.006075322114873365	0.012546785990375392	-0.023108200053176726	0.004380332097119291	-0.005394558981863513	0.002736681371497634	-0.0005622689371105036	0.0008927573881136229	-0.007088336231772031	-0.0022547177062684377	-0.003507551132880653	-0.003857059718669945	-0.0016928054953586433	-0.00018088404104158948	-0.00037026804130339363	-0.004774528653730034	0.002267580633709832	0.002173744006707931	0.0023217218754888434	-0.0008369883143216177	-0.004069178548685152	0.0010469883583874	-0.00017979672089745834	-0.00019067659014993183	-5.731699326919342e-05	0.0024519313405360448	0.000952187581860729	0.0018650232383137337	-0.006489954701215304	0.0008291521819174729	0.0028877497487297546	3.0296262468248493e-05	0.0024366658416004917	0.0007341485645772474	-0.0018331878112905434	0.0010988841269673612	-3.516016381788491e-05	-2.1890306195749198e-05	-0.001095788753572457	0.00169400642180121	-0.0009251129934790062	0.00016808915736109373	0.0003712769513723914	-0.0004330846552592782	-0.0003993103740368546	-0.0020228236396469933	-0.0022463359164744574	-0.002029324460521286	-0.00029497467708686643	0.002034512511885387	0.004936190157200652	0.0043154480978717154	-0.002545530534760372	0.0011623194505768685
